title,score,score_phrase,platform,genre,release_year,release_month,release_day
Toxic Grind,4.9,Bad,Xbox,Sports,2002,10,23
Transformers: Rise of the Dark Spark,4.9,Bad,PlayStation 3,Action,2014,6,27
Transformers: Rise of the Dark Spark,4.9,Bad,PlayStation 4,Action,2014,6,27
Transformers: Rise of the Dark Spark,4.9,Bad,Xbox One,Action,2014,6,27
Transformers: Rise of the Dark Spark,4.9,Bad,PC,Action,2014,6,27
Transformers: Rise of the Dark Spark,4.9,Bad,Xbox 360,Action,2014,6,27
Tron,4.9,Bad,Xbox 360,Action,2008,1,10
What's Cooking? Jamie Oliver,4.9,Bad,Nintendo DS,Productivity,2008,10,31
White-Water Domo,4.9,Bad,Nintendo DSi,Racing,2009,10,21
Wing Commander Arena,4.9,Bad,Xbox 360,"Flight, Action",2007,7,27
Zombie Tycoon 2: Brainhov's Revenge,4.9,Bad,PlayStation 3,Simulation,2013,5,10
Zombie Tycoon 2: Brainhov's Revenge,4.9,Bad,PlayStation Vita,Simulation,2013,5,10
AMF Bowling: Pinbusters,4.8,Bad,Nintendo DS,Sports,2008,12,18
ATV: Quad Frenzy,4.8,Bad,Nintendo DS,Racing,2005,12,16
Army Men: Toys in Space,4.8,Bad,PC,Action,1999,10,28
Bad Boys II,4.8,Bad,PC,Action,2004,6,30
Bass Pro Shops: The Strike,4.8,Bad,Wii,Hunting,2009,10,15
Bewitched,4.8,Bad,Wireless,Trivia,2005,6,23
CSI: Crime Scene Investigation: Dark Motives,4.8,Bad,Nintendo DS,Adventure,2008,1,30
Cabela's Alaskan Adventures,4.8,Bad,Xbox 360,Hunting,2006,10,6
Cabela's Big Game Hunter: Trophy Bucks,4.8,Bad,PC,Hunting,2007,11,20
Cabela's Dangerous Hunts 2009,4.8,Bad,Wii,Hunting,2008,10,21
City Crisis,4.8,Bad,PlayStation 2,Action,2001,7,20
Civilization: Call to Power,4.8,Bad,PC,Strategy,1999,4,20
Civilization: Call to Power,4.8,Bad,Macintosh,Strategy,2002,6,7
Clock Tower 2: The Struggle Within,4.8,Bad,PlayStation,Adventure,1999,11,11
Code Lyoko: Quest for Infinity,4.8,Bad,PlayStation 2,Adventure,2008,7,7
Code Lyoko: Quest for Infinity,4.8,Bad,PlayStation Portable,Adventure,2008,7,22
Corvette Evolution GT,4.8,Bad,Nintendo DS,Racing,2008,5,2
Covert Ops: Nuclear Dawn,4.8,Bad,PlayStation,Adventure,2000,6,20
"Crouching Tiger, Hidden Dragon",4.8,Bad,PlayStation 2,"Fighting, Action",2003,10,16
"Crouching Tiger, Hidden Dragon",4.8,Bad,Xbox,"Fighting, Action",2004,2,2
Delta Force: Xtreme 2,4.8,Bad,PC,Shooter,2009,6,12
Disney's Hide and Sneak,4.8,Bad,GameCube,Adventure,2004,3,25
Divinity II: Ego Draconis,4.8,Bad,Xbox 360,RPG,2010,1,15
Dollar Dash,4.8,Bad,Xbox 360,Action,2013,3,8
Dollar Dash,4.8,Bad,PC,Action,2013,3,8
Drakengard 3,4.8,Bad,PlayStation 3,"Action, RPG",2014,5,20
Drakengard 3 (Collector's Edition),4.8,Bad,PlayStation 3,"Action, RPG",2014,5,20
F1 2015,4.8,Bad,PC,Racing,2015,7,17
FIFA Street 2,4.8,Bad,Nintendo DS,Sports,2006,3,6
FOX Sports College Hoops '99,4.8,Bad,Nintendo 64,Sports,1998,12,4
Family Fest Presents Movie Games,4.8,Bad,Wii,Party,2008,12,9
Fly!,4.8,Bad,PC,Simulation,1999,10,5
Flying Toaster,4.8,Bad,Wireless,"Puzzle, Action",2006,9,25
Gold and Glory: The Road to El Dorado,4.8,Bad,PlayStation,Adventure,2001,3,5
Gyruss,4.8,Bad,Xbox 360,Shooter,2007,4,20
Harley-Davidson: Race Across America,4.8,Bad,PC,Racing,1999,10,4
Heatseeker,4.8,Bad,PlayStation 2,"Flight, Action",2007,5,14
Killer Loop,4.8,Bad,PlayStation,Racing,1999,12,21
LarryBoy and the Bad Apple,4.8,Bad,PlayStation 2,Adventure,2006,8,22
Magical Mirror Starring Mickey Mouse,4.8,Bad,GameCube,"Action, Adventure",2002,9,11
Mario Tennis: Ultra Smash,4.8,Bad,Wii U,Sports,2015,11,18
Marvel Nemesis: Rise of the Imperfects,4.8,Bad,GameCube,Fighting,2005,9,22
Matchstick,4.8,Bad,Nintendo DS,Puzzle,2009,1,8
Mia Hamm Soccer 64,4.8,Bad,Nintendo 64,Sports,2000,11,22
Mike Tyson Boxing,4.8,Bad,Game Boy Advance,Sports,2002,3,12
Monster 4X4 World Circuit (Game & Steering Wheel),4.8,Bad,Wii,Racing,2006,11,30
Monster Madness: Battle for Suburbia,4.8,Bad,Xbox 360,Action,2007,6,19
NCAA Final Four 2001,4.8,Bad,PlayStation,Sports,2000,11,27
Need for Speed Undercover,4.8,Bad,PlayStation 2,"Racing, Action",2008,11,19
Need for Speed Undercover,4.8,Bad,Wii,Racing,2008,11,18
Over the Hedge: Hammy Goes Nuts!,4.8,Bad,Nintendo DS,Action,2007,1,11
Planetary Annihilation,4.8,Bad,PC,Strategy,2014,9,17
Polaris SnoCross,4.8,Bad,PlayStation,Racing,2000,9,11
Pro-Pinball: Big Race USA,4.8,Bad,PlayStation,Pinball,2000,9,5
Pro-Pinball: Fantastic Journey,4.8,Bad,PlayStation,Pinball,2000,10,4
Puzzle City,4.8,Bad,Nintendo DS,Puzzle,2009,6,18
Puzzler Collection,4.8,Bad,Wii,"Puzzle, Compilation",2008,8,28
Re-Volt,4.8,Bad,Nintendo 64,Racing,1999,8,19
Real War,4.8,Bad,PC,Strategy,2001,10,24
Reel Deal Slots,4.8,Bad,iPhone,Casino,2008,8,27
Samurai Shodown Anthology,4.8,Bad,PlayStation Portable,Fighting,2009,4,3
Scooby-Doo: Classic Creep Capers,4.8,Bad,Nintendo 64,Adventure,2000,12,5
Shooter,4.8,Bad,iPhone,Shooter,2009,3,9
Sonic the Hedgehog,4.8,Bad,Xbox 360,Platformer,2006,11,30
Stacked with Daniel Negreanu,4.8,Bad,PC,Card,2006,6,1
Stacked with Daniel Negreanu,4.8,Bad,Xbox,Card,2006,6,1
Stacked with Daniel Negreanu,4.8,Bad,PlayStation 2,Card,2006,6,1
Star Wars: The Clone Wars -- Republic Heroes,4.8,Bad,PC,Action,2009,10,6
Star Wars: The Clone Wars -- Republic Heroes,4.8,Bad,PlayStation 3,Action,2009,10,6
Star Wars: The Clone Wars -- Republic Heroes,4.8,Bad,PlayStation 2,Action,2009,10,6
Star Wars: The Clone Wars -- Republic Heroes,4.8,Bad,Wii,Action,2009,10,6
Star Wars: The Clone Wars -- Republic Heroes,4.8,Bad,Xbox 360,Action,2009,10,6
Strikers 1945 Plus,4.8,Bad,PlayStation Portable,Shooter,2009,8,4
Stronghold Crusader Extreme,4.8,Bad,PC,Strategy,2008,6,10
Super Monkey Ball Adventure,4.8,Bad,GameCube,Platformer,2006,8,7
Super Monkey Ball Adventure,4.8,Bad,PlayStation 2,Platformer,2006,8,7
Super Monkey Ball Adventure,4.8,Bad,PlayStation Portable,Platformer,2006,8,29
Superman Returns: The Videogame,4.8,Bad,PlayStation 2,Action,2006,11,27
Tecmo Classic Arcade,4.8,Bad,Xbox,"Action, Compilation",2005,9,2
Tetris Worlds Online,4.8,Bad,Xbox,Puzzle,2003,7,7
Thandor: The Invasion,4.8,Bad,PC,Strategy,2001,3,7
Tharsis,4.8,Bad,PC,Strategy,2016,1,20
Tharsis,4.8,Bad,PlayStation 4,Strategy,2016,1,20
The Amazing Spider-Man,4.8,Bad,PlayStation Vita,Action,2013,12,10
The Da Vinci Code,4.8,Bad,Xbox,Action,2006,5,23
The Da Vinci Code,4.8,Bad,PlayStation 2,Action,2006,5,23
The Game of Life [1998],4.8,Bad,PlayStation,Action,1999,1,7
Top Gun: Combat Zones,4.8,Bad,GameCube,"Flight, Action",2002,11,21
Underwater the Game,4.8,Bad,iPhone,Puzzle,2009,1,30
Virtual-On Marz,4.8,Bad,PlayStation 2,Action,2003,10,21
WCW Nitro,4.8,Bad,PC,Wrestling,1999,3,15
Wheelman,4.8,Bad,PlayStation 3,Action,2009,3,25
Wheelman,4.8,Bad,Xbox 360,Action,2009,3,25
Wheelman,4.8,Bad,PC,Action,2009,4,14
World League Soccer 2000,4.8,Bad,Nintendo 64,Sports,2000,2,28
X-Men Origins: Wolverine,4.8,Bad,Wii,Action,2009,5,4
Young Justice: Legacy,4.8,Bad,Xbox 360,"Action, RPG",2013,12,11
Young Justice: Legacy,4.8,Bad,PC,"Action, RPG",2013,12,11
Young Justice: Legacy,4.8,Bad,PlayStation 3,"Action, RPG",2013,12,11
Zoids Assault,4.8,Bad,Xbox 360,Strategy,2008,9,15
Balloon Pop,4.7,Bad,Wii,Puzzle,2008,3,3
Castlevania: Lords of Shadow -- Mirror of Fate,4.7,Bad,Nintendo 3DS,Action,2013,3,5
Deathtrap Dungeon,4.7,Bad,PC,Action,1998,8,13
Enemy Front,4.7,Bad,PC,Shooter,2014,6,17
Eragon,4.7,Bad,Xbox,Adventure,2006,11,21
Eragon,4.7,Bad,Xbox 360,Adventure,2006,11,21
Eragon,4.7,Bad,PlayStation 2,Adventure,2006,11,21
Eureka Seven Vol. 1: The New Wave,4.7,Bad,PlayStation 2,Action,2006,10,18
Fantastic 4: Rise of the Silver Surfer,4.7,Bad,PlayStation 2,"Action, Adventure",2007,6,18
Hot Wheels: Velocity X,4.7,Bad,GameCube,Racing,2002,11,18
Legends of Aethereus,4.7,Bad,PC,"Action, RPG",2013,10,11
Madagascar: Escape 2 Africa,4.7,Bad,PlayStation 3,Platformer,2008,11,14
Madagascar: Escape 2 Africa,4.7,Bad,Xbox 360,Platformer,2008,11,14
Mall Tycoon,4.7,Bad,PC,Simulation,2002,2,12
NBA In the Zone '98,4.7,Bad,Nintendo 64,Sports,1998,2,11
NFL Tour,4.7,Bad,Xbox 360,"Sports, Action",2008,1,10
Niki: Rock 'n' Ball,4.7,Bad,Wii,Action,2009,1,27
Orgarhythm,4.7,Bad,PlayStation Vita,"Music, Action",2012,11,2
Pirates: The Key of Dreams,4.7,Bad,Wii,Action,2008,8,5
Rayman Arena,4.7,Bad,GameCube,Battle,2002,11,5
Rocky Balboa,4.7,Bad,PlayStation Portable,Sports,2007,4,4
Shadow the Hedgehog,4.7,Bad,PlayStation 2,Action,2005,11,17
Sonic Shuffle,4.7,Bad,Dreamcast,Party,2000,11,15
Space Giraffe,4.7,Bad,Xbox 360,Shooter,2007,8,28
Spider-Man 3,4.7,Bad,PC,"Action, Adventure",2007,5,8
SpongeBob SquarePants: Underpants Slam!,4.7,Bad,Xbox 360,Action,2008,1,2
Star Wars: Force Commander,4.7,Bad,PC,Strategy,2000,3,24
Superman: The Man of Steel,4.7,Bad,Xbox,Action,2002,11,8
Tenchu: Shadow Assault,4.7,Bad,Xbox 360,Action,2008,10,9
Travel Games For Dummies,4.7,Bad,Nintendo DS,Educational,2008,12,23
Trespasser,4.7,Bad,PC,Action,1998,10,30
WCW Nitro,4.7,Bad,Nintendo 64,Wrestling,1999,2,11
Where the Wild Things Are,4.7,Bad,Xbox 360,Adventure,2009,11,2
Where the Wild Things Are,4.7,Bad,PlayStation 3,Adventure,2009,11,2
Where the Wild Things Are,4.7,Bad,Wii,Adventure,2009,11,2
7 Wonders of the Ancient World,4.6,Bad,PlayStation 2,Puzzle,2007,12,10
Agatha Christie: Evil Under the Sun,4.6,Bad,Wii,Adventure,2008,12,19
Attack on Pearl Harbor,4.6,Bad,PC,Flight,2007,8,13
Beat Down: Fists of Vengeance,4.6,Bad,PlayStation 2,Action,2005,8,23
Beat Down: Fists of Vengeance,4.6,Bad,Xbox,Action,2005,8,23
Cabela's Big Game Hunter 2010,4.6,Bad,Xbox 360,Hunting,2009,10,23
Dungeonland,4.6,Bad,PC,"Action, Adventure",2013,2,14
Eragon,4.6,Bad,PC,Adventure,2006,11,21
Frogger Returns,4.6,Bad,Wii,Action,2009,11,12
Frogger Returns,4.6,Bad,PlayStation 3,Action,2010,1,7
Hot Wheels: Velocity X,4.6,Bad,PlayStation 2,Racing,2002,11,18
How to Train Your Dragon,4.6,Bad,Xbox 360,Action,2010,3,31
How to Train Your Dragon,4.6,Bad,PlayStation 3,Action,2010,3,31
Imagine: Ballet Star,4.6,Bad,Nintendo DS,Simulation,2008,12,15
Imagine: Fashion Designer New York,4.6,Bad,Nintendo DS,Simulation,2008,11,14
Jagged Alliance DS,4.6,Bad,Nintendo DS,"Strategy, RPG",2009,7,8
Knife Edge: Nose Gunner,4.6,Bad,Nintendo 64,Shooter,1998,11,11
Loons: The Fight For Fame,4.6,Bad,Xbox,Action,2002,10,3
Madagascar: Escape 2 Africa,4.6,Bad,Wii,Platformer,2008,11,14
Mind Quiz,4.6,Bad,PlayStation Portable,"Educational, Puzzle",2006,11,30
PGA European Tour,4.6,Bad,Nintendo 64,Sports,2000,6,12
Pirates vs. Ninjas Dodgeball,4.6,Bad,Wii,"Sports, Action",2009,7,1
Qix++,4.6,Bad,Xbox 360,"Puzzle, Action",2009,12,9
Rage of Mages,4.6,Bad,PC,RPG,1998,11,4
Roadsters,4.6,Bad,Dreamcast,Racing,2000,3,27
Rules of the Game,4.6,Bad,PC,Puzzle,2001,6,21
Rune: Halls of Valhalla,4.6,Bad,PC,Action,2001,5,1
Sammy Sosa Softball Slam,4.6,Bad,PC,Sports,2000,4,26
ShellShock 2: Blood Trails,4.6,Bad,PlayStation 3,Shooter,2009,3,2
ShellShock 2: Blood Trails,4.6,Bad,Xbox 360,Shooter,2009,3,2
ShellShock 2: Blood Trails,4.6,Bad,PC,Shooter,2009,3,2
Tetris Worlds,4.6,Bad,GameCube,Puzzle,2002,6,26
Tetris Worlds,4.6,Bad,Xbox,Puzzle,2002,6,26
The Mummy Returns,4.6,Bad,PlayStation 2,Action,2001,10,15
007 Legends,4.5,Bad,Xbox 360,Action,2012,10,16
007 Legends,4.5,Bad,PlayStation 3,Action,2012,10,16
1 vs. 100,4.5,Bad,Nintendo DS,Trivia,2008,8,1
1942,4.5,Bad,Wireless,Shooter,2006,3,7
1950's Lawnmower Kids,4.5,Bad,Nintendo DSi,Strategy,2011,11,3
2010 FIFA World Cup,4.5,Bad,iPhone,Sports,2010,5,13
3-2-1 Rattle Battle,4.5,Bad,Wii,Action,2009,9,30
A Boy and His Blob: Trouble on Blobolonia,4.5,Bad,Wii,"Puzzle, Action",2009,11,25
AMA Superbike,4.5,Bad,PC,Racing,1999,10,18
Ace Combat Advance,4.5,Bad,Game Boy Advance,"Flight, Action",2005,3,18
Afterfall: Insanity,4.5,Bad,PC,Shooter,2012,1,12
Again,4.5,Bad,Nintendo DS,Adventure,2010,4,13
Akaneiro: Demon Hunters,4.5,Bad,PC,RPG,2013,2,19
Alex Kidd in the Enchanted Castle,4.5,Bad,Wii,Platformer,2007,4,18
Aliens: Colonial Marines,4.5,Bad,Xbox 360,Shooter,2013,2,12
Aliens: Colonial Marines,4.5,Bad,PlayStation 3,Shooter,2013,2,12
Alvin and the Chipmunks,4.5,Bad,Nintendo DS,Music,2007,12,13
America,4.5,Bad,PC,Strategy,2001,1,30
Apox,4.5,Bad,PC,Strategy,2011,2,25
Arcade Essentials,4.5,Bad,Wii,Action,2011,3,22
Arkanoid DS,4.5,Bad,Nintendo DS,Action,2008,6,13
Army Men: Air Tactics,4.5,Bad,PC,Action,2000,4,5
Army Men: Sarge's Heroes 2,4.5,Bad,PlayStation,Action,2000,11,21
Army Men: Sarge's Heroes 2,4.5,Bad,PlayStation 2,Shooter,2001,3,27
Army Men: Sarge's War,4.5,Bad,Xbox,Action,2004,8,9
Army Men: World War,4.5,Bad,PlayStation,Action,2000,4,7
Army Men: World War Final Front,4.5,Bad,PlayStation,Action,2001,3,5
Art of Fighting,4.5,Bad,NeoGeo,Fighting,2007,11,8
Art of Fighting,4.5,Bad,Wii,Fighting,2007,11,8
Art of Murder: FBI Confidential,4.5,Bad,PC,Adventure,2008,7,30
Atari Legends Vol. 1,4.5,Bad,Wireless,Action,2005,9,9
Athens 2004,4.5,Bad,PlayStation 2,Sports,2004,7,16
Athens 2004,4.5,Bad,PC,Sports,2004,10,26
Attack of the Movies 3D,4.5,Bad,Wii,Action,2010,5,26
Avatar: The Last Airbender -- The Path of Zuko,4.5,Bad,PC,Action,2008,12,22
Babysitting Mama,4.5,Bad,Wii,Simulation,2010,11,11
BackStab,4.5,Bad,iPad,Action,2011,6,29
Backbreaker Vengeance,4.5,Bad,Xbox 360,Sports,2011,6,30
Backyard Football,4.5,Bad,GameCube,Sports,2002,10,21
Bases Loaded,4.5,Bad,NES,Sports,2008,4,16
Bases Loaded,4.5,Bad,Wii,Sports,2008,4,16
Bass Pro Shops: The Strike,4.5,Bad,Xbox 360,Hunting,2009,9,29
BattleTanx: Global Assault,4.5,Bad,PlayStation,Action,2000,3,17
Ben 10 Alien Force: The Rise of Hex,4.5,Bad,Wii,"Puzzle, Action",2010,6,7
Ben 10 Alien Force: The Rise of Hex,4.5,Bad,Xbox 360,"Puzzle, Action",2010,5,27
Betty Boop Double Shift,4.5,Bad,Nintendo DS,Action,2007,10,25
Beyblade: Metal Fusion -- Battle Fortress,4.5,Bad,Wii,Action,2010,11,24
Big Bang Board Games,4.5,Bad,iPhone,"Board, Compilation",2008,10,6
Bionicle: Tales of the Tohunga,4.5,Bad,Game Boy Advance,Adventure,2001,11,6
Blades of Thunder II,4.5,Bad,Nintendo DS,"Flight, Action",2006,4,28
BlayzBloo: Super Melee Brawlers Battle Royale,4.5,Bad,Nintendo DSi,"Fighting, Action",2010,8,2
BlazBlue: Continuum Shift II,4.5,Bad,Nintendo 3DS,Fighting,2011,6,17
Blue Toad Murder Files: The Mysteries of Little Riddle -- Episode 1,4.5,Bad,PlayStation 3,Adventure,2010,3,29
Blue Toad Murder Files: The Mysteries of Little Riddle -- Episode 2,4.5,Bad,PlayStation 3,Adventure,2010,3,29
Blue Toad Murder Files: The Mysteries of Little Riddle -- Episode 3,4.5,Bad,PlayStation 3,Adventure,2010,3,29
Bolt,4.5,Bad,Nintendo DS,Action,2008,12,4
Boogie (Game & Microphone),4.5,Bad,Wii,Music,2007,8,14
Brain Boost: Beta Wave,4.5,Bad,Nintendo DS,"Educational, Puzzle",2006,11,27
Brain Boost: Gamma Wave,4.5,Bad,Nintendo DS,"Educational, Puzzle",2006,11,27
Bratz: Forever Diamondz,4.5,Bad,Nintendo DS,Adventure,2006,10,10
BreakQuest,4.5,Bad,PlayStation Portable,Action,2010,4,2
Burning Fight,4.5,Bad,Wii,Action,2008,7,7
Buzz! Junior: Robo Jam,4.5,Bad,PlayStation 3,Action,2009,8,13
Cabela's Big Game Hunter 2010,4.5,Bad,PlayStation 3,Hunting,2009,11,19
Cabela's Monster Bass,4.5,Bad,PlayStation 2,Hunting,2007,11,27
Call of Duty: Modern Warfare 3,4.5,Bad,Wii,Shooter,2011,11,14
Call of Duty: World at War -- Final Fronts,4.5,Bad,PlayStation 2,Shooter,2008,11,18
Call of Juarez: The Cartel,4.5,Bad,Xbox 360,Shooter,2011,7,19
Call of Juarez: The Cartel,4.5,Bad,PlayStation 3,Shooter,2011,7,19
Call of Juarez: The Cartel,4.5,Bad,PC,Shooter,2011,9,16
Cartoon Network: Punch Time Explosion,4.5,Bad,Nintendo 3DS,Action,2011,7,29
Charlie and the Chocolate Factory,4.5,Bad,Xbox,Action,2005,7,19
Charlie and the Chocolate Factory,4.5,Bad,PlayStation 2,Action,2005,7,19
Charlie and the Chocolate Factory,4.5,Bad,GameCube,Action,2005,7,19
Chase H.Q.,4.5,Bad,Wii,Racing,2008,8,1
Cobalt,4.5,Bad,Xbox One,Platformer,2016,2,9
Cocoto Kart Racer,4.5,Bad,Nintendo DS,Racing,2007,12,4
Commander in Chief: Geo-Political Simulator 2009,4.5,Bad,PC,Simulation,2009,1,28
Countdown: Vampires,4.5,Bad,PlayStation,Adventure,2000,9,12
Crazy Racer,4.5,Bad,Wireless,Racing,2003,6,2
Daisy Fuentes Pilates,4.5,Bad,Wii,Simulation,2009,8,7
Dancing With The Stars: We Dance!,4.5,Bad,Nintendo DS,Music,2009,1,9
Dancing with the Stars,4.5,Bad,Wireless,Music,2008,5,1
Dante's Inferno,4.5,Bad,PlayStation Portable,Action,2010,3,23
Dead Space Ignition,4.5,Bad,PlayStation 3,Adventure,2010,10,13
Dead Space Ignition,4.5,Bad,Xbox 360,Adventure,2010,10,13
Deca Sports,4.5,Bad,Wii,"Sports, Compilation",2008,6,5
Defenders of Ardania,4.5,Bad,PC,Strategy,2012,3,19
Defenders of Ardania,4.5,Bad,Xbox 360,Strategy,2012,3,19
Destruction Derby Arenas,4.5,Bad,PlayStation 2,"Racing, Action",2004,3,30
Diary Girl,4.5,Bad,Nintendo DS,Productivity,2008,4,18
Digimon World Championship,4.5,Bad,Nintendo DS,Fighting,2008,8,26
Domino Master,4.5,Bad,Xbox 360,Board,2008,9,19
Donkey Kong Barrel Blast,4.5,Bad,Wii,"Racing, Action",2007,10,15
Dragon's Lair,4.5,Bad,PlayStation 3,Action,2010,11,29
Driver '76,4.5,Bad,PlayStation Portable,"Racing, Action",2007,5,23
Dungeon Lords,4.5,Bad,PC,"Action, RPG",2005,5,31
El Tigre: The Adventures of Manny Rivera,4.5,Bad,Nintendo DS,Action,2007,11,15
Ener-G: Horse Riders,4.5,Bad,Nintendo DS,Simulation,2008,12,1
Escape Trick: Ninja Castle,4.5,Bad,Nintendo DSi,"Puzzle, Action",2011,9,22
Evil Dead: Hail to the King,4.5,Bad,PlayStation,Adventure,2000,12,5
Evolution 2: Far off Promise,4.5,Bad,Dreamcast,RPG,2000,6,30
Extreme Rock Climbing,4.5,Bad,PC,Sports,2000,1,6
Fable III: Understone Quest Pack,4.5,Bad,Xbox 360,RPG,2010,11,23
Family Guy: Air Griffin,4.5,Bad,Wireless,Action,2006,9,1
Family Guy: Uncensored,4.5,Bad,iPhone,Action,2009,9,25
Family Pirate Party,4.5,Bad,Wii,Party,2009,5,11
Farscape,4.5,Bad,PC,Action,2002,9,9
Fight Club,4.5,Bad,PlayStation 2,Fighting,2004,11,15
Fight Club,4.5,Bad,Xbox,Fighting,2004,11,15
Ford Racing 3,4.5,Bad,PlayStation 2,Racing,2005,3,28
Ford Racing 3,4.5,Bad,Xbox,Racing,2005,4,25
Freestyle Street Soccer,4.5,Bad,GameCube,"Sports, Action",2004,2,11
Frogger,4.5,Bad,iPhone,Action,2008,8,6
Frogger Puzzle,4.5,Bad,Wireless,"Puzzle, Action",2005,11,16
FunTown Mahjong,4.5,Bad,Xbox 360,Board,2009,1,28
Fur Fighters: Viggo's Revenge,4.5,Bad,PlayStation 2,Action,2001,6,4
Gangs of London,4.5,Bad,PlayStation Portable,Strategy,2006,10,13
Gaplus,4.5,Bad,Arcade,Shooter,2009,4,14
Gaplus (Arcade),4.5,Bad,Wii,Shooter,2009,4,14
Garfield's A Tail of Two Kitties,4.5,Bad,Nintendo DS,Action,2006,10,23
Ghost Rider,4.5,Bad,PlayStation Portable,Action,2007,2,14
Ghostbusters [2009 Mobile Game],4.5,Bad,iPhone,Action,2009,6,16
Ghostbusters: Sanctum of Slime,4.5,Bad,PC,Shooter,2011,3,23
Ghostbusters: Sanctum of Slime,4.5,Bad,Xbox 360,Shooter,2011,3,23
Ghostbusters: Sanctum of Slime,4.5,Bad,PlayStation 3,Shooter,2011,3,23
Gods vs. Humans!,4.5,Bad,Wii,Strategy,2010,11,11
Godzilla,4.5,Bad,PlayStation 4,Action,2015,7,14
Gorillaz: Escape to Plastic Beach,4.5,Bad,iPhone,"Flight, Action",2010,8,2
Gorillaz: Escape to Plastic Beach,4.5,Bad,iPad,"Flight, Action",2010,8,2
Gravitronix,4.5,Bad,Wii,Action,2009,11,13
Green Lantern: Rise of the Manhunters,4.5,Bad,Nintendo 3DS,Action,2011,6,22
Grooverider: Slot Car Thunder,4.5,Bad,Xbox,Racing,2004,3,11
Grooverider: Slot Car Thunder,4.5,Bad,GameCube,Racing,2004,3,10
Guitar Hero 5,4.5,Bad,PlayStation 2,Music,2009,11,17
Hannah Montana: Spotlight World Tour,4.5,Bad,PlayStation 2,Action,2008,8,14
Happy Feet,4.5,Bad,Wii,Adventure,2006,12,11
Happy Feet,4.5,Bad,PC,Adventure,2006,12,11
Happy Feet,4.5,Bad,PlayStation 2,Adventure,2006,12,11
Hard Rock Casino,4.5,Bad,PlayStation 2,Casino,2007,1,30
Hard Rock Casino,4.5,Bad,PlayStation Portable,Casino,2007,5,10
Harley-Davidson: Race to the Rally,4.5,Bad,PlayStation 2,Racing,2006,12,11
Haze,4.5,Bad,PlayStation 3,Shooter,2008,5,20
High Heat Baseball 2000,4.5,Bad,PlayStation,Sports,1999,5,21
High Heat Major League Baseball 2002,4.5,Bad,Game Boy Advance,Sports,2001,9,27
History -- Civil War: Secret Missions,4.5,Bad,PlayStation 2,Shooter,2008,11,24
Hot Wheels: Battle Force 5,4.5,Bad,Nintendo DS,Racing,2009,11,19
I Am Alive,4.5,Bad,PlayStation 3,Action,2012,4,9
I Am Alive,4.5,Bad,Xbox 360,Action,2012,3,6
I Love Katamari,4.5,Bad,iPhone,Action,2008,12,15
I of the Dragon,4.5,Bad,PC,"Action, RPG",2004,11,23
Ice Age,4.5,Bad,Game Boy Advance,Action,2002,3,19
Inkheart,4.5,Bad,Nintendo DS,Adventure,2009,1,23
Interpol: The Trail of Dr. Chaos,4.5,Bad,Xbox 360,Adventure,2009,1,6
Interpol: The Trail of Dr. Chaos,4.5,Bad,PlayStation 3,Adventure,2009,9,18
Iron Chef America: Supreme Cuisine,4.5,Bad,Wii,Simulation,2009,2,3
Iron Grip: Warlord,4.5,Bad,PC,Strategy,2009,4,2
Jane's Attack Squadron,4.5,Bad,PC,"Flight, Simulation",2002,5,6
Jeopardy!,4.5,Bad,PlayStation 3,Trivia,2008,9,12
Juggernaut [1999],4.5,Bad,PlayStation,Action,2000,1,7
Jumping Flash!,4.5,Bad,PlayStation Portable,Platformer,2007,3,12
K-1 The Arena Fighters,4.5,Bad,PlayStation,Fighting,1997,9,3
Klax / Marble Madness,4.5,Bad,Game Boy Advance,Action,2005,9,14
Konami Arcade Classics,4.5,Bad,PlayStation,Action,2000,1,7
Looney Tunes: Back in Action,4.5,Bad,Game Boy Advance,Platformer,2003,12,3
MLB SlugFest 20-04,4.5,Bad,Game Boy Advance,"Sports, Action",2003,3,18
MTV Sports: T.J. Lavin's Ultimate BMX,4.5,Bad,PlayStation,Sports,2001,5,1
Mad Dog McCree: Gunslinger Pack,4.5,Bad,Wii,Compilation,2009,6,19
Madagascar: Escape 2 Africa,4.5,Bad,PlayStation 2,Platformer,2008,11,14
Madden NFL 07 2D,4.5,Bad,Wireless,Sports,2006,9,6
Magic 2015 -- Duels of the Planewalkers,4.5,Bad,PC,"Card, Battle",2014,7,22
Major League Baseball 2K10,4.5,Bad,PlayStation Portable,Sports,2010,3,8
Major League Baseball 2K13,4.5,Bad,Xbox 360,Sports,2013,3,25
March of the Penguins,4.5,Bad,Game Boy Advance,Adventure,2006,12,14
Mario & Sonic at the Sochi 2014 Olympic Winter Games,4.5,Bad,Wii U,Sports,2013,11,9
Mario Bros.,4.5,Bad,NES,Platformer,2006,12,8
Mario Bros.,4.5,Bad,Wii,Action,2006,12,8
Marvel: Ultimate Alliance 2,4.5,Bad,PlayStation 2,"Action, RPG",2009,10,5
"Medieval Lords: Build, Defend, Expand",4.5,Bad,PC,Simulation,2004,11,1
Mega Brain Boost,4.5,Bad,Nintendo DS,Compilation,2008,2,27
Mega Man 64,4.5,Bad,Nintendo 64,"Action, Adventure",2001,1,29
Michael Jackson's Moonwalker,4.5,Bad,Genesis,Action,2008,3,31
